"carapace.width","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
27,0.000587973793713465,0.00380233782854289,0.000749671741250789,0.000410822946077272,0.00105549571698538,0.00168596904046018,0.000514860320315727,0.000290501240838811,0.000660367138359266,7.05272277835359e-05,0.000849037580854951,0.00318414484672531,0.0206710451098304,0.00101594239545865,0.000180833627359974,8.75961248497991e-05,7.93661470140614e-05,0.000204262313333371,0.00198067387888554,8.02097557699809e-07,2.45520949754526e-05,2.17631006563856e-05,1.90655835624623e-06,0.00025981414240826,3.22187174749344e-05,5.6106476053179e-06,0.00104131937811309,0.000353751948039691,0.0013697996917752,4.38913935771569e-05,0.00017905909245449
28,0.000639385545722695,0.00400843608934865,0.000848527771830078,0.000511332163227502,0.00119026579475003,0.00166431188588598,0.000602178704939621,0.000403441825493408,0.000855402450814118,0.000105399247737478,0.00103400058972697,0.00365061863474452,0.0223861580799651,0.00114648310097854,0.000211730829694332,0.000108592691972823,0.000103663864117397,0.000276060168358815,0.0022800328998585,1.63661066191639e-06,4.03960103163152e-05,3.36461292912107e-05,3.15594658510194e-06,0.000324641975182748,4.28560656306698e-05,9.26040142497784e-06,0.00122426113920936,0.000453332372099917,0.00159896609235639,6.47232021424546e-05,0.000236362258451744
29,0.000696774473468724,0.00422789040828828,0.000960322483297102,0.000632915429168325,0.00134207725675262,0.00164629537905935,0.000704230457023127,0.000557040931497761,0.00110677024710255,0.00015591499514561,0.00125703520944361,0.00418400085284708,0.024179130765851,0.00129377526837081,0.000247905499100578,0.000134608501595968,0.000135348630921525,0.00037166012646965,0.00262451805657145,3.26349176478601e-06,6.55834758068684e-05,5.14919531181291e-05,5.18368031714882e-06,0.000404843196685277,5.69999462523036e-05,1.5127980862528e-05,0.00143928375680106,0.000579560008458595,0.00186616065720415,9.4556697801921e-05,0.000311504640350933
30,0.000760704941867815,0.00446131171903345,0.00108670810904324,0.000779029970952228,0.00151303832100536,0.00163184212353863,0.000823475094372316,0.000764468672421028,0.00143005481239613,0.000228275994321174,0.00152531002375251,0.00479297542632109,0.0260466741591333,0.0014599624350605,0.000290258424755196,0.000166837171294383,0.000176640356005026,0.0004983534388572,0.0030208931287804,6.35984008185889e-06,0.000105034307581045,7.79958361966126e-05,8.4449793524433e-06,0.000503775629603208,7.58024145790792e-05,2.44493979084869e-05,0.00169198821434315,0.000738975001588925,0.00217758596607965,0.000136834348362816,0.00040978365969693
31,0.000831798536889704,0.0047093621429748,0.00122953017988432,0.000953460525281557,0.00170550499040559,0.00162089644994923,0.000962773452397443,0.00104253335016475,0.00184478577692395,0.000330757754045362,0.0018471482197211,0.00548673995823828,0.0279848342376818,0.00164746074249834,0.000339843891300804,0.000206753308019884,0.000230413055991459,0.000665422849509716,0.0034769231496344,1.21130211585834e-05,0.000165894231512281,0.000116915512701276,1.36405388903893e-05,0.000625430369000683,0.000100791335327553,3.90745144716666e-05,0.00198894263909175,0.00093947993597851,0.00254041897056805,0.000196106133694872,0.000537940773093124
32,0.000910740737982967,0.00497275576767774,0.0013908424942389,0.00116029411202345,0.00192210652414885,0.00161342421580387,0.00112544992569337,0.00141243165601184,0.00237524427041784,0.000474237453517191,0.00223215781208929,0.00627459844796953,0.0299890283819355,0.00185899313135381,0.000397895730146544,0.000256177341011471,0.000300381066032885,0.000884592042291984,0.00400151855173506,2.25489327612488e-05,0.000258336437153713,0.000173414537160443,2.18351747718436e-05,0.000774517418092078,0.000133991093158995,6.17249883378773e-05,0.00233784448184491,0.00119052769091656,0.00296295115795583,0.000278296227033647,0.000704491367683985
33,0.000998288048977393,0.00525225974218286,0.00157291979861026,0.0014038794964149,0.00216577248091522,0.00160941282144218,0.00131536322255984,0.00190055339311787,0.00305133213035844,0.000672789776527285,0.0026913604512158,0.0071652324365583,0.0320540953570904,0.00209762769064494,0.000465857748811592,0.000317354708750476,0.00039133497685079,0.00117054035292587,0.00460489873936207,4.10298451600461e-05,0.000396546372961185,0.000254482940295802,3.46253088205719e-05,0.000956551538180283,0.000178080761526133,9.6333440420232e-05,0.0027477076335416,0.00150329762101056,0.00345474436754989,0.000390998372678446,0.000920098890807052
34,0.00109527565441633,0.0055486956586186,0.00177826631868007,0.00168877000864364,0.00243976110168268,0.00160887144762182,0.00153698638593062,0.00253930170055412,0.00390944995853377,0.000944333421915421,0.00323731312167727,0.00816552870768071,0.0341743582123777,0.00236682062524153,0.00054541925564345,0.000393052297866549,0.000509438910261506,0.00154147784164658,0.00529877726713041,7.29819752861357e-05,0.000599880757455529,0.000369438424116553,5.43704875612866e-05,0.00117793380342786,0.000236600433855199,0.000148474710446123,0.00322907719420998,0.00189084235807213,0.00402680235366898,0.000543788877306889,0.00119798320729906
35,0.00120262567942296,0.00586294119720633,0.00200961760582029,0.00201964903372665,0.0027476886681054,0.00161183152357111,0.00179549673925595,0.00336786975569481,0.0049932922880099,0.00131129815530991,0.00388421548401166,0.00927889749613475,0.0363436990752854,0.00267046434542224,0.00063855650674385,0.000486675484697383,0.000662602586730439,0.00201976837651025,0.00609657089894331,0.000126917851423912,0.000894162405567195,0.000530504805775291,8.45061790758086e-05,0.00144602289313462,0.000314218827098244,0.00022589333364652,0.00379427429167251,0.00236818266400433,0.0046917574465222,0.000748539708909949,0.00155434304205445
36,0.00132135613920042,0.00619593201779695,0.00226993239630567,0.0024012383124369,0.00309355930338191,0.00161834743785606,0.00209687623817041,0.00443289200800654,0.00635441977371725,0.00180126733153014,0.00464799396876558,0.0105032176017103,0.0385556444784408,0.00301294122020604,0.000747581024507483,0.000602409587413138,0.000860943278084092,0.00263257832188943,0.00701363485780675,0.000215813316328209,0.00131303273771078,0.000753455019147022,0.000129955907413423,0.00176918861064956,0.000417077728301624,0.00033911948479279,0.00445767259050569,0.00295232349473978,0.00546407059644525,0.00101970703125782,0.00200875866627753
37,0.00145259067030902,0.00654866388597598,0.00256237042340232,0.0028381901808925,0.00348179446946579,0.00162849750829162,0.00244802241704204,0.00578886392948727,0.00805241205648182,0.0024475345232996,0.00554635210059552,0.0118289622600746,0.0408034595649296,0.00339918357085486,0.000875195872591035,0.000745389956866972,0.00111735380433972,0.00341251554193475,0.00806752652815853,0.000358877427677658,0.00189923530869269,0.0010582935254008,0.000197659373717445,0.00215683861980266,0.000553230929694796,0.000502147657659671,0.00523600667707436,0.00366216177422321,0.00636024160870285,0.00137456322567343,0.00258452384680654
38,0.00159756914093,0.00692219502581727,0.00289025159063349,0.00333496597812334,0.00391726115016462,0.00164238523143248,0.00285686967433219,0.00749820207389478,0.0101543489783045,0.00328949679883386,0.00659877505424765,0.0132385927913152,0.0430802492864903,0.00383474050912888,0.0010245611190264,0.000921905250757072,0.00144819263899216,0.0043982077842202,0.00927829969972382,0.000583709005480035,0.00270565068066082,0.00146993766112185,0.00029722836615587,0.00261940812547711,0.00073319614794096,0.000733128152133662,0.00614870996837508,0.00451825657631866,0.00739902438350212,0.0018333339922971,0.00330883657329513
39,0.00175765924212167,0.00731764869480329,0.0032569919852143,0.0038957040038345,0.00440529738733176,0.00166014083699396,0.00333251999362993,0.00963080034109003,0.0127333279396038,0.00437279356794069,0.0078264753131294,0.0147084806481679,0.0453790645474966,0.00432585224211269,0.00119936987442198,0.00113963854532819,0.00187411005077948,0.00563475164672306,0.0106688310956797,0.000928760961811195,0.00379585317120242,0.00201883999581162,0.000441732664461749,0.0031683014410712,0.000970636574562639,0.00105499229695866,0.00721827560631999,0.00554243679677884,0.00860163936056204,0.00241919767366332,0.00421275873402219
40,0.00193436916706236,0.00773621597945593,0.00366601345364806,0.00452408153217529,0.00495173345148444,0.00168192317800729,0.00388538129048134,0.0122629344887428,0.0158657259209373,0.00574909170938189,0.00925226574768894,0.0162137355932887,0.0476930111614735,0.0048795324654093,0.00140393644982704,0.00140795068921467,0.00242101876824076,0.00717394448496868,0.0122651803437459,0.00144593132832279,0.00524392466073716,0.00274147560885945,0.000648602619282469,0.0038157743751773,0.00128318173289588,0.00149590146827538,0.00847062715588241,0.00675723107548321,0.00999197202514984,0.00315810287525304,0.00533084014295169
41,0.00212936149072051,0.00817915881301467,0.00412062659246146,0.00522317638929463,0.00556290647598602,0.00170792199372232,0.00452731034261361,0.0154753816957072,0.0196269872345748,0.00747541833122452,0.0109003467212905,0.0177344102540826,0.0500153594778189,0.00550365944036554,0.001643298328701,0.00173820947700605,0.00312120718128346,0.00907419393341407,0.0140969836447591,0.0022029730941827,0.00713325375965409,0.00368060157171071,0.000940612936486166,0.00457474744640945,0.00169338149157839,0.00208938289854043,0.00993547569903267,0.00818512019345387,0.0115967421810725,0.00407836415399477,0.00670029855025157
42,0.00234446836841325,0.00864781321920115,0.00462389267499992,0.0059953343862891,0.0062456658672913,0.00173836058939729,0.00527175563153949,0.0193506617046562,0.0240858923756375,0.00961295550802037,0.0127959952456148,0.0192601709566234,0.0523396526023459,0.00620707628635884,0.0019233337730396,0.00214416651431985,0.00401457537156873,0.0113999864293687,0.0161978800660982,0.00328527801597309,0.00955408502675965,0.00488518390834667,0.00134688366780172,0.0054585423892589,0.00222975710901073,0.0028739997052559,0.0116466246041066,0.00984763286245714,0.0134456237056582,0.0052100051613188,0.00835966235429323
43,0.00258170817832598,0.00914359278887293,0.00517847835353916,0.00684204937352871,0.00700736623192513,0.00177349898533418,0.0061338933267182,0.0239693751760853,0.0292975528506463,0.0122252396150833,0.0149651470074724,0.0207913479480698,0.0546598112708508,0.00699970089879544,0.00225089695922728,0.00264238066076251,0.00514994665299666,0.0142207915829419,0.0186059675076977,0.0047964684162775,0.0125996747070666,0.00640988366787917,0.00190380119012091,0.00648053845125269,0.0029278623700939,0.00389240750248212,0.0136421609776894,0.0117643298066825,0.0155712887370722,0.00658383479028852,0.0103468243326542
44,0.00284330374020516,0.00966799239933106,0.00578652681400725,0.00776386277166768,0.00785584395395203,0.00181363759704496,0.00713074702190922,0.0294057136664273,0.0352957581000611,0.0153757529180377,0.0174338664739315,0.0223366711992448,0.0569702336318016,0.00789264570340033,0.00263397252516904,0.00325268216297758,0.00658636704264194,0.0176092886394258,0.0213642827927171,0.00685716316442965,0.016361061221021,0.00831400254602304,0.00265572761890004,0.00765375065165587,0.00383118943128976,0.00518968389603865,0.015964441501788,0.0139517449214642,0.0180093439240053,0.00823026437362855,0.0126965274050478
45,0.00313170224999151,0.0102225921893594,0.00644957739844421,0.00876028908914761,0.00879937294993283,0.00185912151952039,0.00828127866030404,0.0357223380076637,0.0420856964041097,0.0191249559104142,0.02022770633696,0.0239096414371238,0.0592658884420259,0.00889834714447672,0.00308185124769499,0.00399866441842708,0.00839424994541836,0.0216388300415649,0.0245212968065658,0.009601314846403,0.0209206622807571,0.0106598134454788,0.00365533732608659,0.00899033929362496,0.00499164451278248,0.00681088546352839,0.0186597383052805,0.016422371620191,0.0207981199390591,0.0101779014960357,0.0154374049997335
46,0.00344959707797141,0.0108090618069103,0.00716856776200296,0.00982977314021019,0.00984659457701551,0.00191034550151999,0.00960643439142882,0.0429649538030673,0.0496383526820966,0.023526881249765,0.0233709651936792,0.0255253374579928,0.0615424004660804,0.0100307043333735,0.00360532817138139,0.0049081800772519,0.0106561528455463,0.026380109660412,0.0281314108264208,0.01316968835464,0.0263451414203129,0.0135102448586272,0.00496340161717858,0.0105010681286479,0.0064691851567899,0.00879788861809471,0.021777357631812,0.0191837925471928,0.0239782696814309,0.0124519859812928,0.0185888165604534
47,0.00379995158589007,0.0114291649508962,0.00794394356411917,0.0109696834554764,0.0110064162542143,0.00196775971096394,0.011129125014763,0.0511570325386547,0.0578879048215587,0.0286254860296007,0.0268858612605529,0.0271984115989734,0.063796127183378,0.0113052255906355,0.00421692375140743,0.0060138042776419,0.0134668901495533,0.0318970814299449,0.0322554335792312,0.0177003933190085,0.0326782038278803,0.0169259499128943,0.00664784588011728,0.0121947368955922,0.00833008237498143,0.011185696370048,0.025367984436234,0.0222380478937518,0.0275921266303948,0.0150727624366914,0.0221578293199916
48,0.00418602512614901,0.0120847642340391,0.00877587897366087,0.012176344793819,0.0122878731868947,0.00203187641031377,0.0128741164515348,0.060295207821273,0.0667330959612012,0.0344510272348494,0.0307916495185574,0.0289421893462238,0.0660242262347465,0.0127391806154656,0.00493112727581793,0.00735320984570956,0.0169326010259135,0.0382422751247178,0.0369610089061807,0.023316883336985,0.0399341331081005,0.0209618676929864,0.00878193593791649,0.0140776214681646,0.0106432117857714,0.0139985230735544,0.0294809523321473,0.0255813200302451,0.0316827742695156,0.0180539070053519,0.026136768846043
49,0.00461140139340964,0.0127778264004315,0.00966458182951317,0.013445110821296,0.0136999478015096,0.00210327768178735,0.0148678018145847,0.0703458926068406,0.0760428694340448,0.0410167724303438,0.0351037191534317,0.0307684841545194,0.0682247133703639,0.0143517545929361,0.00576465974885949,0.0089693774661204,0.021168321928689,0.0454517708333973,0.0423229481217524,0.0301144283692676,0.0480929173197336,0.0256634681413892,0.0114415175147551,0.0161529603689309,0.0134738929681002,0.0172460767978297,0.0341601182340461,0.0292039814736818,0.0362927824317759,0.0214011392677349,0.0305017616643758
50,0.00508001930529828,0.0135104279397185,0.0106106313283642,0.0147704760506562,0.0152513422730033,0.00218262436697266,0.0171378238370924,0.0812435973278816,0.085665679418957,0.0483163716024295,0.0398327164516458,0.0326877680379125,0.0703965109836111,0.0161641985468915,0.00673675021084967,0.0109105393789591,0.0262935907748249,0.0535402063504171,0.0484233910246121,0.0381466281426982,0.0570977027294555,0.0310629504539643,0.0147013348936461,0.0184205288036937,0.0168752110052072,0.0209205148878362,0.039438084462043,0.0330910137947759,0.0414625791660987,0.0251111499499755,0.0352126045805885
51,0.00559620659404067,0.0142847611500135,0.0116152857239807,0.0161462241800884,0.016950201053193,0.0022706664146139,0.0197125156865276,0.092891278329535,0.0954410996927766,0.0563221880510643,0.0449837442893364,0.0347094670233419,0.072539487621621,0.0181999674586186,0.00786941470059247,0.0132297309740795,0.032425674658197,0.0624962805584201,0.0553516525618881,0.0474138998234376,0.0668550580640749,0.037175723766588,0.0186305844396874,0.020876339750923,0.0208775431280137,0.0249945294484822,0.0453287323444311,0.0372227635502393,0.047228449614364,0.0291709593514091,0.04021412157841
52,0.0061647162942585,0.0151031407143219,0.0126807081180334,0.0175656081811927,0.018803782778963,0.00236825486492125,0.0226201308304628,0.105162828129345,0.105211903394568,0.0649848145416098,0.0505556918985672,0.0368422629880519,0.0746544891464195,0.0204848338316981,0.00918772018299948,0.0159838059494681,0.0396702112083208,0.0722792571278802,0.0632034466112489,0.0578558872597873,0.0772381698964256,0.0439975234308088,0.0232879991243262,0.023512505595723,0.0254780787379339,0.0294209171106299,0.0518184943371306,0.0415759649248899,0.053620188131893,0.0335577906787889,0.045438941971874
53,0.00679076631325989,0.015968010870969,0.0138100848206104,0.0190215559994003,0.0208180845182684,0.00247635573974573,0.0258878401415879,0.117907568726422,0.114834811580307,0.0742338922739404,0.0565407468267324,0.0390943535974865,0.0767433624756207,0.0230469591586427,0.0107200061299592,0.0192317654820645,0.0481094203673183,0.0828169464500511,0.0720787460121203,0.0693493194173951,0.0880926918309694,0.0515024952878628,0.028716887029255,0.0263172835499766,0.0306330841370393,0.0341338124267178,0.0588575386700243,0.0461249335309881,0.0606584767797079,0.038239499834608,0.0508114047161169
54,0.00748008226827964,0.0168819532780671,0.0150076406337175,0.0205068946550397,0.0229974260868059,0.00259606615662726,0.0295404883398024,0.130956371792345,0.124188561026013,0.0839802194007142,0.0629241344448318,0.0414736581999524,0.0788089730557727,0.0259168987388901,0.012498023415774,0.0230322707925665,0.0577885790119026,0.0940055400054503,0.0820763900322813,0.0817120351285653,0.099244619364725,0.0596425102733543,0.0349406316530991,0.0292753145575253,0.0362559093182329,0.0390515467537353,0.0663529727880205,0.050842825207718,0.0683521202602759,0.0431755539383963,0.0562521193092172
55,0.00823894376949677,0.0178476956963441,0.0162785771021759,0.0220145849436235,0.0253440080886025,0.00272863304258191,0.0335991233253518,0.144128849108128,0.133178633091029,0.0941190030199528,0.0696841190927229,0.0439879731653826,0.0808552174134551,0.0291275060803404,0.0145569333204823,0.0274402635482575,0.0687020939721029,0.105711496524051,0.0932805442970836,0.0947128664275624,0.110509329562538,0.0683478581902404,0.0419591791127529,0.0323680500460124,0.0422227310824361,0.0440808768868368,0.0741669330727035,0.0557028579815333,0.0766953289483889,0.0483185015695659,0.0616826343434408
