"carapace.width","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
31,0,0,0,0,NA,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
33,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA
34,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
35,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
37,0,0,0,0,0,0,0,0,0.00273224043715847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0.00892857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
39,0,0,0,0,0,0,0,0.0909090909090909,0.0102389078498294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,NA,0,0,0,0.00492610837438424,0.00425531914893617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0,0,NA,0,0,0,0.0187793427230047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,NA,0,0,0,0.0100502512562814,0.0247524752475248,0.0161290322580645,0.00515463917525773,0,0,0,0,0,0,0.0135135135135135,0,0,0,0,0,0,0,0,0,0,0.00714285714285714,0,0
43,0,0,0,NA,0,0,0,0.0114942528735632,0.0372340425531915,0.00854700854700855,0.00925925925925926,0,0.0277777777777778,0,0,0,0,0.0217391304347826,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0.0349344978165939,0.0418848167539267,0.0120967741935484,0.016260162601626,0,0.0185185185185185,0,0,0,0,0,0.00628930817610063,0,0.00735294117647059,0,0,0,0,0,0,0.00645161290322581,0.0234375,0,0
45,0,0,0,NA,0,0,0,0.0635593220338983,0.0529100529100529,0.0113636363636364,0.0228136882129278,0.0204081632653061,0,0,0,0,0.0217391304347826,0.0072463768115942,0.0121212121212121,0.00529100529100529,0.00680272108843537,0,0,0,0,0,0.00763358778625954,0,0.0222222222222222,0,0
46,0,0,0,0,0,0,0,0.0346153846153846,0.0748663101604278,0.020979020979021,0.0224358974358974,0,0.0476190476190476,0,0,0,0.0252100840336134,0.027027027027027,0.0273972602739726,0.0050251256281407,0,0,0,0,0,0,0,0.00561797752808989,0,0,0.00518134715025907
47,0,0,0,0,0,0,0,0.0371621621621622,0.0628019323671498,0.0302114803625378,0.0136986301369863,0.0194174757281553,0.0256410256410256,0,0,0,0.0206185567010309,0.0484848484848485,0.0310880829015544,0.0176991150442478,0.0188679245283019,0.018348623853211,0,0,0.0444444444444444,0,0.0277777777777778,0.0173410404624277,0.0260416666666667,0.0111111111111111,0.0289017341040462
48,0,0,0,0,0,0,0,0.0485074626865672,0.0468085106382979,0.0332409972299169,0.0379008746355685,0.0431034482758621,0,0.0158730158730159,0,0,0.024,0.0441176470588235,0.04,0.0104166666666667,0.0222222222222222,0.0350877192982456,0.0135746606334842,0.0078740157480315,0,0.0099009900990099,0.0238095238095238,0.0236686390532544,0.0105263157894737,0.0135593220338983,0.025531914893617
49,0,0,0,0,0,0,0,0.0627450980392157,0.0643564356435644,0.0553745928338762,0.0294117647058824,0.018348623853211,0.0229885057471264,0,0,0,0.0202020202020202,0.0704225352112676,0.0350877192982456,0.0373831775700935,0.0235294117647059,0.0227272727272727,0.00492610837438424,0.016,0.03125,0.0384615384615385,0.049645390070922,0.0252525252525253,0.0318181818181818,0.00952380952380952,0.0305676855895196
50,0,0,0,NA,0.0172413793103448,0,0,0.0793103448275862,0.132743362831858,0.0518731988472622,0.0487106017191977,0.020979020979021,0.0714285714285714,0,0,0.0087719298245614,0.0909090909090909,0.0719424460431655,0.0432432432432432,0.04,0.0531914893617021,0.0245901639344262,0.0151515151515152,0.0206185567010309,0.0102040816326531,0.0165289256198347,0.0337837837837838,0.0220264317180617,0.0257731958762887,0.0280701754385965,0.0571428571428571
51,0,0,0,0,0,0,0,0.0495495495495495,0.136585365853659,0.0555555555555556,0.0239520958083832,0.0344827586206897,0.0235294117647059,0.012987012987013,0,0,0.0851063829787234,0.08,0.0927835051546392,0.028169014084507,0.100529100529101,0.00684931506849315,0.0180722891566265,0.00884955752212389,0.0412371134020619,0.00869565217391304,0.0628930817610063,0.039647577092511,0.0579710144927536,0.0285714285714286,0.04296875
52,0,0,0,0,0.0131578947368421,0,0,0.11986301369863,0.0984455958549223,0.0578512396694215,0.0524781341107872,0.0454545454545455,0.0283018867924528,0.0140845070422535,0.0116279069767442,0.0108695652173913,0.0588235294117647,0.0841121495327103,0.0930232558139535,0.0653266331658292,0.101123595505618,0.0451127819548872,0.0165745856353591,0.0392156862745098,0,0.0647482014388489,0.0377358490566038,0.0462962962962963,0.0821917808219178,0.025830258302583,0.0688259109311741
53,0,0,0,0,0,0,0,0.0522088353413655,0.114583333333333,0.0752351097178683,0.0550724637681159,0.0319148936170213,0.0652173913043478,0.0232558139534884,0.0117647058823529,0.0394736842105263,0.1,0.127118644067797,0.146666666666667,0.08,0.111702127659574,0.048951048951049,0.0335570469798658,0.0253164556962025,0.0172413793103448,0.0147058823529412,0.0636942675159236,0.0317460317460317,0.0790697674418605,0.040650406504065,0.0860655737704918
54,0,0,0,NA,0.0196078431372549,0,0,0.130653266331658,0.17,0.0590062111801242,0.0699088145896656,0.038135593220339,0.056,0.027027027027027,0,0.0263157894736842,0.0810810810810811,0.186915887850467,0.121212121212121,0.0932642487046632,0.12987012987013,0.0310077519379845,0.0473372781065089,0.0471698113207547,0.0413223140495868,0.0169491525423729,0.075,0.045,0.136363636363636,0.0524017467248908,0.0704845814977974
55,0,0,0,0,0.0597014925373134,0,0,0.18125,0.139240506329114,0.068,0.0743034055727554,0.0524017467248908,0.0283018867924528,0.0117647058823529,0.0333333333333333,0.0307692307692308,0.0571428571428571,0.146067415730337,0.139240506329114,0.179487179487179,0.112745098039216,0.054421768707483,0.0359712230215827,0.029126213592233,0.020979020979021,0.036036036036036,0.0616438356164384,0.0864864864864865,0.0888888888888889,0.0316742081447964,0.0502092050209205
56,0,0,0,0,0.0566037735849057,0,0.0588235294117647,0.154320987654321,0.132978723404255,0.127147766323024,0.0777777777777778,0.0393700787401575,0.0294117647058824,0.021978021978022,0.0571428571428571,0.0759493670886076,0.137254901960784,0.258426966292135,0.194630872483221,0.157575757575758,0.106598984771574,0.0866666666666667,0.0335570469798658,0.0598290598290598,0.0394736842105263,0.031496062992126,0.0694444444444444,0.0641711229946524,0.086734693877551,0.0651162790697674,0.0669291338582677
57,0,0,0,0,0.0701754385964912,0,0.0689655172413793,0.203821656050955,0.213483146067416,0.126984126984127,0.115894039735099,0.044280442804428,0.0704225352112676,0.0493827160493827,0.0136986301369863,0.0410958904109589,0.0909090909090909,0.116504854368932,0.155405405405405,0.148148148148148,0.169014084507042,0.136363636363636,0.0503597122302158,0.00961538461538462,0.0731707317073171,0.0442477876106195,0.114093959731544,0.0993377483443709,0.186335403726708,0.0789473684210526,0.0833333333333333
58,0,0,0,0,0.0769230769230769,0,0.05,0.224489795918367,0.204419889502762,0.142857142857143,0.113564668769716,0.094488188976378,0.0802919708029197,0.0493827160493827,0.0517241379310345,0.0263157894736842,0.0506329113924051,0.166666666666667,0.178571428571429,0.139072847682119,0.221343873517787,0.112676056338028,0.0854700854700855,0.0720720720720721,0.0303030303030303,0.099009900990099,0.0878378378378378,0.0738255033557047,0.114285714285714,0.083743842364532,0.0748898678414097
59,0,0,0.0434782608695652,0.142857142857143,0.0638297872340425,0,0,0.229007633587786,0.194244604316547,0.154761904761905,0.124542124542125,0.105442176870748,0.111111111111111,0.03125,0.0289855072463768,0.136363636363636,0.12987012987013,0.186046511627907,0.181818181818182,0.204419889502762,0.107296137339056,0.0630630630630631,0.102564102564103,0.0576923076923077,0.0546875,0.0588235294117647,0.100840336134454,0.0878378378378378,0.146464646464646,0.118483412322275,0.0823045267489712
60,0,0,0.0363636363636364,0,0.09375,0,0,0.197080291970803,0.1875,0.191176470588235,0.137704918032787,0.0893470790378007,0.105263157894737,0.0679611650485437,0.105882352941176,0.0898876404494382,0.0705882352941176,0.120481927710843,0.201388888888889,0.203007518796992,0.189075630252101,0.145038167938931,0.133757961783439,0.0551181102362205,0.0432098765432099,0.0677966101694915,0.118518518518519,0.0774193548387097,0.0945273631840796,0.111627906976744,0.068421052631579
61,0,0,0.04,0,0.108108108108108,0,0,0.264367816091954,0.184931506849315,0.149606299212598,0.16728624535316,0.074468085106383,0.126760563380282,0.114583333333333,0.0454545454545455,0.0549450549450549,0.128571428571429,0.173913043478261,0.118055555555556,0.175675675675676,0.199261992619926,0.21969696969697,0.153225806451613,0.0307692307692308,0.024,0.0769230769230769,0.148148148148148,0.0654761904761905,0.135,0.1,0.110671936758893
62,0,0,0,0,0.0606060606060606,0,0.0434782608695652,0.301587301587302,0.16969696969697,0.15702479338843,0.167808219178082,0.088145896656535,0.0853658536585366,0.106060606060606,0.0705882352941176,0.107142857142857,0.146666666666667,0.240963855421687,0.198473282442748,0.221428571428571,0.195652173913043,0.18705035971223,0.165562913907285,0.125,0.0975609756097561,0.094017094017094,0.125984251968504,0.107594936708861,0.164444444444444,0.122529644268775,0.0982142857142857
63,0,0,0.0140845070422535,0,0.0363636363636364,0,0.130434782608696,0.26984126984127,0.232954545454545,0.1953125,0.176678445229682,0.0670241286863271,0.115606936416185,0.10752688172043,0.106382978723404,0.131868131868132,0.0769230769230769,0.140845070422535,0.147540983606557,0.140845070422535,0.204,0.16551724137931,0.0952380952380952,0.0789473684210526,0.125,0.151260504201681,0.0847457627118644,0.125874125874126,0.104265402843602,0.0888888888888889,0.115384615384615
64,0,0,0.0161290322580645,0.1875,0.0208333333333333,0,0.105263157894737,0.274809160305344,0.168421052631579,0.207964601769911,0.194852941176471,0.09375,0.111111111111111,0.0841121495327103,0.101010101010101,0.10989010989011,0.134146341463415,0.138888888888889,0.128712871287129,0.167701863354037,0.226190476190476,0.172185430463576,0.166666666666667,0.0540540540540541,0.0699300699300699,0.0793650793650794,0.147286821705426,0.177514792899408,0.164556962025316,0.09765625,0.147465437788018
65,0,0.0135135135135135,0.0344827586206897,0.0555555555555556,0.137254901960784,0,0.0833333333333333,0.211382113821138,0.186813186813187,0.170854271356784,0.167272727272727,0.113314447592068,0.189655172413793,0.179245283018868,0.074468085106383,0.0934579439252336,0.135135135135135,0.17741935483871,0.166666666666667,0.240601503759398,0.19758064516129,0.208333333333333,0.241071428571429,0.0987654320987654,0.0909090909090909,0.0476190476190476,0.147651006711409,0.1125,0.190243902439024,0.0849420849420849,0.10952380952381
66,0.018348623853211,0,0,0.1,0.1,0,0.0714285714285714,0.254901960784314,0.209039548022599,0.228215767634855,0.151624548736462,0.0953846153846154,0.115942028985507,0.165217391304348,0.121739130434783,0.0786516853932584,0.1625,0.189189189189189,0.196428571428571,0.174242424242424,0.130630630630631,0.171974522292994,0.196078431372549,0.0789473684210526,0.101851851851852,0.0598290598290598,0.102189781021898,0.143712574850299,0.207920792079208,0.0886524822695035,0.0818965517241379
67,0.0175438596491228,0,0.0410958904109589,0,0.0422535211267606,0,0.105263157894737,0.231707317073171,0.184713375796178,0.180487804878049,0.155405405405405,0.090032154340836,0.114285714285714,0.136752136752137,0.108333333333333,0.131868131868132,0.191780821917808,0.176470588235294,0.156521739130435,0.18978102189781,0.181818181818182,0.125874125874126,0.1328125,0.0758620689655172,0.114754098360656,0.108910891089109,0.072463768115942,0.119760479041916,0.135514018691589,0.0886075949367089,0.0707964601769911
68,0.0307167235494881,0.0111111111111111,0.0625,0.153846153846154,0.0933333333333333,0,0.117647058823529,0.333333333333333,0.15,0.193236714975845,0.105633802816901,0.0952380952380952,0.154205607476636,0.16504854368932,0.111111111111111,0.179245283018868,0.129032258064516,0.0851063829787234,0.213592233009709,0.104,0.130653266331658,0.158227848101266,0.166666666666667,0.075187969924812,0.09,0.094017094017094,0.114503816793893,0.147435897435897,0.260869565217391,0.0862745098039216,0.0796019900497512
69,0.0290909090909091,0.0566037735849057,0.0465116279069767,0,0.05,0,0.0833333333333333,0.214285714285714,0.105633802816901,0.205741626794258,0.180505415162455,0.107936507936508,0.164893617021277,0.111111111111111,0.181818181818182,0.150943396226415,0.125,0.276923076923077,0.205128205128205,0.202898550724638,0.147783251231527,0.192307692307692,0.189655172413793,0.0703125,0.0925925925925926,0.0598290598290598,0.154320987654321,0.146666666666667,0.248756218905473,0.123853211009174,0.0921658986175115
70,0.0387096774193548,0.0526315789473684,0.228571428571429,0.0606060606060606,0.140625,0,0.25,0.262135922330097,0.236842105263158,0.230414746543779,0.183098591549296,0.140065146579805,0.182692307692308,0.173913043478261,0.147651006711409,0.205357142857143,0.247058823529412,0.203389830508475,0.295454545454545,0.144,0.168141592920354,0.191176470588235,0.162790697674419,0.113636363636364,0.0884353741496599,0.134020618556701,0.128834355828221,0.179640718562874,0.211981566820276,0.128318584070796,0.107142857142857
71,0.0445544554455446,0.1,0.0465116279069767,0.129032258064516,0.0238095238095238,0,0.181818181818182,0.246753246753247,0.177777777777778,0.210526315789474,0.171428571428571,0.142857142857143,0.157142857142857,0.173913043478261,0.106870229007634,0.173913043478261,0.21875,0.232142857142857,0.246913580246914,0.203007518796992,0.156976744186047,0.230769230769231,0.10752688172043,0.0625,0.11,0.111111111111111,0.128787878787879,0.15625,0.216748768472906,0.117408906882591,0.131313131313131
72,0.0520446096654275,0.0561797752808989,0.0833333333333333,0.0606060606060606,0.0833333333333333,0.0136986301369863,0.15,0.196428571428571,0.147286821705426,0.196078431372549,0.141552511415525,0.118705035971223,0.149377593360996,0.173913043478261,0.1,0.202380952380952,0.283582089552239,0.208955223880597,0.157894736842105,0.119266055045872,0.261363636363636,0.228187919463087,0.169230769230769,0.0833333333333333,0.155963302752294,0.0984848484848485,0.179856115107914,0.136094674556213,0.244318181818182,0.104265402843602,0.0884353741496599
73,0.0248756218905473,0.0508474576271186,0.0727272727272727,0,0.0425531914893617,0,0.0454545454545455,0.228070175438596,0.138211382113821,0.185185185185185,0.18018018018018,0.169172932330827,0.159817351598174,0.128205128205128,0.192857142857143,0.138888888888889,0.264705882352941,0.25,0.134146341463415,0.177570093457944,0.215277777777778,0.193333333333333,0.205882352941176,0.0884955752212389,0.191780821917808,0.099009900990099,0.121739130434783,0.178082191780822,0.238341968911917,0.113300492610837,0.147435897435897
74,0.0444444444444444,0.0701754385964912,0.0740740740740741,0.0526315789473684,0.0597014925373134,0.0289855072463768,0,0.246753246753247,0.209677419354839,0.247311827956989,0.1875,0.148148148148148,0.162995594713656,0.149122807017544,0.191666666666667,0.293478260869565,0.25974025974026,0.211267605633803,0.205479452054795,0.221311475409836,0.221476510067114,0.125,0.221374045801527,0.0833333333333333,0.118181818181818,0.0947368421052632,0.134328358208955,0.161458333333333,0.251256281407035,0.154255319148936,0.141304347826087
75,0.0612244897959184,0.0461538461538462,0.0126582278481013,0.0681818181818182,0.0689655172413793,0,0.1875,0.210526315789474,0.120481927710843,0.206451612903226,0.277777777777778,0.102564102564103,0.131578947368421,0.192660550458716,0.233870967741935,0.130952380952381,0.206349206349206,0.185185185185185,0.235294117647059,0.212121212121212,0.107913669064748,0.291044776119403,0.171171171171171,0.0549450549450549,0.19811320754717,0.152380952380952,0.17741935483871,0.094488188976378,0.202247191011236,0.136842105263158,0.151315789473684
76,0.0974025974025974,0.0892857142857143,0.133333333333333,0.0571428571428571,0.0416666666666667,0,0.214285714285714,0.173333333333333,0.185185185185185,0.261363636363636,0.228155339805825,0.150753768844221,0.122727272727273,0.222222222222222,0.291338582677165,0.320754716981132,0.261538461538462,0.19047619047619,0.2625,0.259615384615385,0.191780821917808,0.257575757575758,0.263157894736842,0.0833333333333333,0.166666666666667,0.0901639344262295,0.142857142857143,0.180327868852459,0.306122448979592,0.159090909090909,0.201117318435754
77,0.0990990990990991,0.0537634408602151,0.0813953488372093,0.125,0.0847457627118644,0.0178571428571429,0.176470588235294,0.271844660194175,0.27710843373494,0.171428571428571,0.264248704663212,0.151960784313725,0.147679324894515,0.157894736842105,0.225806451612903,0.252631578947368,0.32,0.136363636363636,0.184615384615385,0.183673469387755,0.26271186440678,0.257352941176471,0.138888888888889,0.139784946236559,0.165137614678899,0.0642201834862385,0.215827338129496,0.179487179487179,0.285714285714286,0.138297872340426,0.226993865030675
78,0.0880829015544041,0.0930232558139535,0.135593220338983,0.0217391304347826,0.0919540229885057,0.04,0.0666666666666667,0.285714285714286,0.231707317073171,0.286624203821656,0.243386243386243,0.193396226415094,0.169642857142857,0.175,0.214876033057851,0.232142857142857,0.25,0.196969696969697,0.181818181818182,0.292134831460674,0.286821705426357,0.187096774193548,0.216867469879518,0.0555555555555556,0.18,0.0849056603773585,0.183333333333333,0.232,0.336898395721925,0.154696132596685,0.191860465116279
79,0.0650406504065041,0.0677966101694915,0.132075471698113,0.037037037037037,0.09375,0.0476190476190476,0.285714285714286,0.142857142857143,0.272727272727273,0.285714285714286,0.289940828402367,0.231884057971014,0.22,0.203389830508475,0.094017094017094,0.173913043478261,0.238095238095238,0.122448979591837,0.224137931034483,0.328767123287671,0.236641221374046,0.280575539568345,0.188235294117647,0.119565217391304,0.17,0.0689655172413793,0.171171171171171,0.190839694656489,0.253164556962025,0.173652694610778,0.142857142857143
80,0.133333333333333,0.102564102564103,0.0824742268041237,0.0408163265306122,0.0746268656716418,0,0.25,0.219178082191781,0.276315789473684,0.22972972972973,0.289772727272727,0.218181818181818,0.187772925764192,0.154471544715447,0.185483870967742,0.17,0.289473684210526,0.135593220338983,0.204081632653061,0.266666666666667,0.191919191919192,0.169230769230769,0.235294117647059,0.0909090909090909,0.148760330578512,0.0882352941176471,0.144230769230769,0.159420289855072,0.308108108108108,0.189189189189189,0.120689655172414
81,0.0932203389830508,0.129032258064516,0.138888888888889,0.142857142857143,0.131578947368421,0,0.2,0.205479452054795,0.402985074626866,0.268965517241379,0.266666666666667,0.183431952662722,0.2,0.149122807017544,0.132352941176471,0.277777777777778,0.230769230769231,0.115384615384615,0.241935483870968,0.284090909090909,0.217391304347826,0.242424242424242,0.322916666666667,0.197368421052632,0.186915887850467,0.0961538461538462,0.119047619047619,0.206896551724138,0.262857142857143,0.193548387096774,0.111764705882353
82,0.214285714285714,0.0714285714285714,0.166666666666667,0.0909090909090909,0.125,0,0.428571428571429,0.275862068965517,0.327868852459016,0.300699300699301,0.273255813953488,0.189542483660131,0.210300429184549,0.256880733944954,0.161971830985915,0.228070175438596,0.258620689655172,0.2,0.28125,0.223684210526316,0.252173913043478,0.25,0.311111111111111,0.153846153846154,0.185840707964602,0.109243697478992,0.186274509803922,0.225563909774436,0.288888888888889,0.17877094972067,0.149171270718232
83,0.0814814814814815,0.0843373493975904,0.0833333333333333,0.04,0.108695652173913,0.0178571428571429,0.454545454545455,0.253521126760563,0.25609756097561,0.34,0.333333333333333,0.22,0.197309417040359,0.216981132075472,0.2109375,0.186274509803922,0.142857142857143,0.160714285714286,0.1,0.25,0.205128205128205,0.314685314685315,0.152941176470588,0.125,0.158620689655172,0.133333333333333,0.202127659574468,0.216666666666667,0.244047619047619,0.151685393258427,0.226190476190476
84,0.160583941605839,0.131578947368421,0.153225806451613,0.03125,0.0943396226415094,0.0384615384615385,0.222222222222222,0.267857142857143,0.412698412698413,0.268292682926829,0.337662337662338,0.24203821656051,0.195454545454545,0.235955056179775,0.181102362204724,0.229357798165138,0.202702702702703,0.180555555555556,0.225806451612903,0.230769230769231,0.292134831460674,0.237037037037037,0.253164556962025,0.147058823529412,0.125,0.0857142857142857,0.118181818181818,0.172413793103448,0.310160427807487,0.259459459459459,0.153846153846154
85,0.232142857142857,0.136842105263158,0.219512195121951,0.0645161290322581,0.0545454545454545,0.0810810810810811,0.166666666666667,0.257575757575758,0.287878787878788,0.308333333333333,0.32824427480916,0.194630872483221,0.190045248868778,0.157894736842105,0.210144927536232,0.173611111111111,0.255813953488372,0.209302325581395,0.229508196721311,0.211538461538462,0.275862068965517,0.24031007751938,0.40506329113924,0.136986301369863,0.121951219512195,0.139240506329114,0.181034482758621,0.17910447761194,0.260869565217391,0.196428571428571,0.197604790419162
86,0.226890756302521,0.169014084507042,0.13,0.0701754385964912,0.138888888888889,0.0833333333333333,0.153846153846154,0.25531914893617,0.359375,0.294520547945205,0.335526315789474,0.25,0.254545454545455,0.25,0.118110236220472,0.15929203539823,0.131147540983607,0.209302325581395,0.22,0.229508196721311,0.223529411764706,0.217741935483871,0.264367816091954,0.168831168831169,0.197368421052632,0.0689655172413793,0.219047619047619,0.264900662251656,0.29951690821256,0.23469387755102,0.134020618556701
87,0.183006535947712,0.103703703703704,0.0909090909090909,0.137254901960784,0.0958904109589041,0.0606060606060606,0,0.261904761904762,0.39622641509434,0.389312977099237,0.344262295081967,0.215686274509804,0.204081632653061,0.228260869565217,0.223684210526316,0.233333333333333,0.240963855421687,0.234042553191489,0.188679245283019,0.236363636363636,0.25531914893617,0.287769784172662,0.294117647058824,0.141025641025641,0.141666666666667,0.117021276595745,0.226890756302521,0.394230769230769,0.343023255813953,0.22680412371134,0.207865168539326
88,0.176923076923077,0.09,0.125984251968504,0.0576923076923077,0.126582278481013,0.127659574468085,0.111111111111111,0.23728813559322,0.448275862068966,0.27007299270073,0.351724137931034,0.23489932885906,0.223350253807107,0.154545454545455,0.185714285714286,0.222222222222222,0.222222222222222,0.333333333333333,0.15,0.272727272727273,0.145833333333333,0.321739130434783,0.295918367346939,0.197530864197531,0.204379562043796,0.18,0.166666666666667,0.271317829457364,0.343434343434343,0.283018867924528,0.158415841584158
89,0.26605504587156,0.184210526315789,0.128205128205128,0.142857142857143,0.206896551724138,0.135135135135135,0.285714285714286,0.263157894736842,0.323076923076923,0.275229357798165,0.321428571428571,0.268456375838926,0.254807692307692,0.257142857142857,0.206666666666667,0.228813559322034,0.240963855421687,0.186046511627907,0.212765957446809,0.288135593220339,0.280487804878049,0.274074074074074,0.319148936170213,0.197530864197531,0.177966101694915,0.133333333333333,0.211009174311927,0.302158273381295,0.318407960199005,0.22680412371134,0.187845303867403
90,0.193548387096774,0.180952380952381,0.138461538461538,0.306451612903226,0.241379310344828,0.0909090909090909,0,0.313432835820896,0.3,0.293103448275862,0.298507462686567,0.286624203821656,0.254901960784314,0.264462809917355,0.228395061728395,0.236641221374046,0.106060606060606,0.184615384615385,0.189189189189189,0.193548387096774,0.241379310344828,0.26605504587156,0.347368421052632,0.230769230769231,0.179310344827586,0.146666666666667,0.216216216216216,0.349593495934959,0.375,0.248730964467005,0.210884353741497
91,0.152380952380952,0.141025641025641,0.240963855421687,0.162162162162162,0.2,0.21875,0.117647058823529,0.142857142857143,0.376811594202899,0.327731092436975,0.323076923076923,0.237410071942446,0.21608040201005,0.252631578947368,0.228758169934641,0.127659574468085,0.142857142857143,0.232558139534884,0.388888888888889,0.224489795918367,0.315789473684211,0.256880733944954,0.347826086956522,0.204819277108434,0.147286821705426,0.154929577464789,0.252336448598131,0.307086614173228,0.363636363636364,0.295081967213115,0.262857142857143
92,0.255172413793103,0.115107913669065,0.280701754385965,0.215189873417722,0.186813186813187,0.135135135135135,0,0.259259259259259,0.242857142857143,0.388349514563107,0.4,0.232876712328767,0.216216216216216,0.268518518518519,0.314465408805031,0.182539682539683,0.127659574468085,0.127272727272727,0.212765957446809,0.236363636363636,0.140845070422535,0.317757009345794,0.32258064516129,0.172413793103448,0.205673758865248,0.12987012987013,0.25,0.342657342657343,0.354497354497354,0.281609195402299,0.285714285714286
93,0.270676691729323,0.161290322580645,0.252747252747253,0.280701754385965,0.253968253968254,0.104166666666667,0.3125,0.260869565217391,0.285714285714286,0.27906976744186,0.414414414414414,0.313333333333333,0.318181818181818,0.266666666666667,0.225609756097561,0.232558139534884,0.166666666666667,0.186046511627907,0.303030303030303,0.13953488372093,0.266666666666667,0.327272727272727,0.415841584158416,0.272727272727273,0.217054263565891,0.160493827160494,0.209090909090909,0.461538461538462,0.333333333333333,0.335329341317365,0.236842105263158
