"carapace.width","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
48,0.379310344827586,0.352941176470588,0.176470588235294,0,0.0121951219512195,0,0,0.468085106382979,0.569444444444444,0.342105263157895,0.381132075471698,0.477272727272727,0.218181818181818,0.137254901960784,0,0.0679611650485437,0.141732283464567,0.202072538860104,0.186602870813397,0.132295719844358,0.295336787564767,0.233333333333333,0.328301886792453,0.314685314685315,0.454545454545455,0.270491803278689,0.276923076923077,0.384297520661157,0.551495016611296,0.32122905027933,0.366255144032922
49,0.486666666666667,0.277777777777778,0.181818181818182,0,0.0256410256410256,0,0,0.473520249221184,0.609848484848485,0.320474777448071,0.353135313531353,0.662337662337662,0.212765957446809,0.111111111111111,0.0795454545454545,0.0975609756097561,0.114285714285714,0.186528497409326,0.278048780487805,0.170124481327801,0.36318407960199,0.323076923076923,0.369918699186992,0.38135593220339,0.323943661971831,0.268292682926829,0.263681592039801,0.345724907063197,0.549342105263158,0.272727272727273,0.360759493670886
50,0.506072874493927,0.272727272727273,0.136363636363636,0.027027027027027,0.0340909090909091,0,0.0666666666666667,0.509433962264151,0.599348534201954,0.360606060606061,0.370820668693009,0.6,0.288135593220339,0.147058823529412,0.0707070707070707,0.0686274509803922,0.214876033057851,0.194594594594595,0.233644859813084,0.236514522821577,0.37378640776699,0.358620689655172,0.346846846846847,0.377777777777778,0.47244094488189,0.308724832214765,0.333333333333333,0.325757575757576,0.545171339563863,0.357142857142857,0.360824742268041
51,0.525,0.615384615384615,0.176470588235294,0.0952380952380952,0.04,0.0142857142857143,0,0.496124031007752,0.64344262295082,0.336043360433604,0.357366771159875,0.720930232558139,0.333333333333333,0.20253164556962,0.0495049504950495,0.165217391304348,0.229357798165138,0.266272189349112,0.341991341991342,0.277227722772277,0.462365591397849,0.401315789473684,0.39,0.470198675496689,0.451388888888889,0.311764705882353,0.304932735426009,0.366379310344828,0.520900321543408,0.357723577235772,0.382142857142857
52,0.544186046511628,0.5,0.304347826086957,0.0909090909090909,0.116666666666667,0,0.142857142857143,0.512422360248447,0.653508771929825,0.413489736070381,0.371621621621622,0.691176470588235,0.415384615384615,0.276595744680851,0.0697674418604651,0.254716981132075,0.333333333333333,0.291666666666667,0.394088669950739,0.367256637168142,0.455399061032864,0.403973509933775,0.365168539325843,0.540540540540541,0.545454545454545,0.441441441441441,0.382716049382716,0.381395348837209,0.580441640378549,0.383050847457627,0.39922480620155
53,0.600896860986547,0.565217391304348,0.326530612244898,0.0476190476190476,0.0849056603773585,0,0.2,0.539033457249071,0.743362831858407,0.378980891719745,0.345394736842105,0.758620689655172,0.393939393939394,0.25,0.0740740740740741,0.21,0.425287356321839,0.346774193548387,0.370731707317073,0.395348837209302,0.606635071090047,0.467153284671533,0.363095238095238,0.598591549295775,0.509677419354839,0.370629370629371,0.391891891891892,0.41747572815534,0.642105263157895,0.525423728813559,0.505208333333333
54,0.69,0.615384615384615,0.289473684210526,0,0.125,0,0.277777777777778,0.570731707317073,0.744791666666667,0.382456140350877,0.434027777777778,0.78698224852071,0.538461538461538,0.219512195121951,0.158878504672897,0.255102040816327,0.373493975903614,0.4609375,0.443396226415094,0.45,0.661016949152542,0.605442176870748,0.358490566037736,0.651515151515151,0.632478632478632,0.404255319148936,0.399038461538462,0.403669724770642,0.661870503597122,0.558620689655172,0.620253164556962
55,0.780487804878049,0.763157894736842,0.5,0.225806451612903,0.280373831775701,0,0.19047619047619,0.617283950617284,0.726315789473684,0.477443609022556,0.542857142857143,0.795031055900621,0.6,0.257142857142857,0.257731958762887,0.369565217391304,0.481927710843373,0.448,0.489583333333333,0.6,0.730434782608696,0.520325203252033,0.331081081081081,0.664383561643836,0.550847457627119,0.441379310344828,0.52760736196319,0.563953488372093,0.772532188841202,0.63671875,0.715596330275229
56,0.862745098039216,0.789473684210526,0.434782608695652,0.0555555555555556,0.292307692307692,0,0.272727272727273,0.666666666666667,0.788235294117647,0.542986425339366,0.570397111913357,0.846590909090909,0.618181818181818,0.4,0.259259259259259,0.426966292134831,0.5125,0.437037037037037,0.530120481927711,0.637931034482759,0.790598290598291,0.656,0.450331125827815,0.740740740740741,0.546875,0.546875,0.592592592592593,0.51219512195122,0.757709251101322,0.788990825688073,0.786026200873362
57,0.870307167235495,0.894736842105263,0.644736842105263,0.103448275862069,0.261682242990654,0.0425531914893617,0.318181818181818,0.745664739884393,0.770833333333333,0.579234972677596,0.684444444444444,0.871951219512195,0.633802816901408,0.397058823529412,0.5,0.307692307692308,0.506666666666667,0.697916666666667,0.622047244094488,0.722222222222222,0.795698924731183,0.704918032786885,0.576642335766423,0.756410256410256,0.602040816326531,0.546099290780142,0.587096774193548,0.591549295774648,0.855263157894737,0.836,0.856410256410256
58,0.888086642599278,0.872340425531915,0.740740740740741,0.21875,0.424242424242424,0.0512820512820513,0.333333333333333,0.803921568627451,0.851851851851852,0.623287671232877,0.663829787234043,0.877551020408163,0.642857142857143,0.462962962962963,0.416666666666667,0.675675675675676,0.5625,0.647619047619048,0.659259259259259,0.721854304635762,0.826086956521739,0.709677419354839,0.598214285714286,0.72972972972973,0.590909090909091,0.554621848739496,0.650793650793651,0.752136752136752,0.901840490797546,0.889733840304182,0.915422885572139
59,0.897435897435897,0.978260869565217,0.838709677419355,0.3,0.439393939393939,0,0.625,0.853448275862069,0.905172413793103,0.695652173913043,0.806122448979592,0.904522613065327,0.754098360655738,0.589285714285714,0.537634408602151,0.520408163265306,0.650602409638554,0.591397849462366,0.682539682539683,0.756756756756757,0.893719806763285,0.780952380952381,0.652542372881356,0.834586466165414,0.691358024691358,0.686440677966102,0.672268907563025,0.80952380952381,0.93010752688172,0.950819672131147,0.910112359550562
60,0.914893617021277,0.955555555555556,0.9,0.4,0.546296296296296,0.0344827586206897,0.722222222222222,0.922330097087379,0.864,0.757894736842105,0.789473684210526,0.90990990990991,0.717391304347826,0.476190476190476,0.670588235294118,0.64,0.59375,0.588235294117647,0.732673267326733,0.803030303030303,0.927083333333333,0.730337078651685,0.757575757575758,0.813793103448276,0.648936170212766,0.696078431372549,0.75,0.837209302325581,0.955801104972376,0.971014492753623,0.949044585987261
61,0.977401129943503,0.875,0.826086956521739,0.352941176470588,0.484375,0,0.791666666666667,0.9125,0.877358490566038,0.831460674157303,0.794979079497908,0.938095238095238,0.866666666666667,0.657142857142857,0.75609756097561,0.727272727272727,0.705882352941177,0.695652173913043,0.861111111111111,0.8671875,0.900621118012422,0.851351351351351,0.747967479674797,0.86046511627907,0.839080459770115,0.719101123595506,0.740384615384615,0.878378378378378,0.972027972027972,0.979899497487437,0.918367346938776
62,0.964705882352941,0.91566265060241,0.897435897435897,0.533333333333333,0.612903225806452,0,0.8125,0.941176470588235,0.925,0.8,0.816666666666667,0.922680412371134,0.951219512195122,0.725,0.7625,0.805825242718447,0.694444444444444,0.510204081632653,0.755555555555556,0.823529411764706,0.914473684210526,0.873417721518987,0.825688073394495,0.91304347826087,0.7625,0.857142857142857,0.86,0.933333333333333,0.984962406015038,0.962264150943396,0.926315789473684
63,0.977900552486188,0.984615384615385,1,0.7,0.590361445783133,0.0909090909090909,0.933333333333333,0.984848484848485,0.89041095890411,0.826086956521739,0.884615384615385,0.93956043956044,0.794117647058823,0.838709677419355,0.776470588235294,0.829268292682927,0.75,0.72,0.816326530612245,0.769230769230769,0.9,0.865671641791045,0.905882352941176,0.920792079207921,0.863636363636364,0.876712328767123,0.732394366197183,0.91304347826087,0.989583333333333,0.992307692307692,0.972602739726027
64,0.982558139534884,0.983333333333333,0.94,0.769230769230769,0.607142857142857,0,0.916666666666667,0.96,0.967213114754098,0.819672131147541,0.911917098445596,0.946308724832215,0.837837837837838,0.777777777777778,0.860759493670886,0.74390243902439,0.75,0.705882352941177,0.823529411764706,0.911111111111111,0.928571428571429,0.924242424242424,0.867469879518072,0.873239436619718,0.857142857142857,0.8625,0.907894736842105,0.958333333333333,0.987012987012987,0.951219512195122,0.962962962962963
65,0.974358974358974,0.978723404255319,1,0.666666666666667,0.636363636363636,0,0.888888888888889,0.923076923076923,0.941176470588235,0.826923076923077,0.881656804733728,0.941176470588235,1,0.942857142857143,0.887096774193548,0.802197802197802,0.914893617021277,0.815789473684211,0.872727272727273,0.925,0.968085106382979,0.975,0.905882352941176,0.910714285714286,0.928571428571429,0.871428571428571,0.885245901639344,0.980392156862745,1,0.987654320987654,0.963636363636364
66,0.981308411214953,0.952380952380952,1,0.647058823529412,0.652173913043478,0,0.866666666666667,0.891891891891892,0.929824561403509,0.805555555555556,0.906040268456376,0.974358974358974,0.888888888888889,0.833333333333333,0.952380952380952,0.782051282051282,0.837837837837838,0.82051282051282,0.804347826086957,0.838709677419355,0.929411764705882,0.911764705882353,0.915492957746479,0.938775510204082,0.9375,0.905660377358491,0.808510638297872,0.971428571428571,0.953488372093023,0.924528301886792,1
67,1,0.955555555555556,0.939393939393939,1,0.675675675675676,0,0.823529411764706,0.918918918918919,0.923076923076923,0.722222222222222,0.921739130434783,0.97,0.882352941176471,0.944444444444444,0.878787878787879,0.870967741935484,0.911764705882353,0.945945945945946,0.857142857142857,0.857142857142857,0.983333333333333,0.90625,0.890625,0.916666666666667,0.884615384615385,0.975609756097561,0.870967741935484,0.9375,0.961538461538462,1,1
68,1,1,1,1,0.775,0,0.909090909090909,1,0.923076923076923,0.916666666666667,0.91566265060241,0.956521739130435,1,1,1,0.933333333333333,0.926829268292683,0.939393939393939,0.90625,0.822222222222222,0.978723404255319,0.962962962962963,0.956521739130435,0.974358974358974,0.966666666666667,1,0.857142857142857,0.9375,1,0.952380952380952,0.875
69,1,1,1,0.571428571428571,0.733333333333333,0,1,1,0.96,0.896551724137931,0.957746478873239,0.985294117647059,1,1,0.956521739130435,0.928571428571429,0.827586206896552,0.96969696969697,0.92,0.96875,0.916666666666667,0.916666666666667,0.916666666666667,0.886363636363636,0.863636363636364,1,1,1,1,1,1
70,1,1,1,1,0.772727272727273,0,0.916666666666667,1,1,1,0.929824561403509,0.981481481481482,0.95,0.916666666666667,1,0.96551724137931,1,0.928571428571429,0.821428571428571,0.863636363636364,0.934782608695652,0.95,0.945945945945946,0.928571428571429,0.947368421052632,0.96969696969697,0.909090909090909,1,1,0.909090909090909,0.888888888888889
71,1,1,1,0.5,0.866666666666667,0,1,1,0.842105263157895,0.8,1,1,0.933333333333333,1,0.892857142857143,0.96875,1,0.857142857142857,0.833333333333333,0.91304347826087,0.973684210526316,0.928571428571429,0.904761904761905,1,1,1,0.857142857142857,1,1,1,1
72,1,1,1,1,1,0,0.875,0.888888888888889,0.923076923076923,1,0.911111111111111,1,1,1,0.952380952380952,1,1,0.833333333333333,0.954545454545455,0.941176470588235,0.967741935483871,1,1,1,1,1,0.875,1,1,1,1
73,1,1,1,1,0.777777777777778,0,0.777777777777778,0.9,1,0.857142857142857,0.966666666666667,1,1,1,1,1,1,0.833333333333333,1,1,1,1,0.846153846153846,1,1,1,1,1,1,1,1
74,1,1,1,0,0.916666666666667,1,1,0.8,1,1,0.9375,1,1,1,0.909090909090909,1,1,1,0.941176470588235,1,1,1,1,1,0.933333333333333,1,1,1,1,0,0
75,1,1,1,0,1,0,0.875,1,1,1,1,1,1,0.75,1,1,1,1,1,0.875,1,1,1,1,0.833333333333333,1,1,1,0,0,1
76,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
77,0.833333333333333,1,0,1,0.75,0,1,1,1,1,0.9,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
78,1,1,1,0,1,0,1,1,1,1,0.923076923076923,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0
79,1,0,0,0,1,0,1,0,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
80,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0.5,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0
81,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
82,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
83,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
84,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
87,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
